,TF,target
1033,Irf1,Adcy6
1034,Irf1,Arrb1
1035,Irf1,Atp1a3
1036,Irf1,Atrip
1037,Irf1,Bcl9l
1038,Irf1,Bin1
1039,Irf1,Ccnd2
1040,Irf1,Chd3
1041,Irf1,Clic1
1042,Irf1,Cmtm3
1043,Irf1,Csf2rb
1044,Irf1,Csgalnact2
1045,Irf1,Ctsc
1046,Irf1,Dap
1047,Irf1,Dapp1
1048,Irf1,Dhrs11
1049,Irf1,Egln3
1050,Irf1,F10
1051,Irf1,Fbxl20
1052,Irf1,Fli1
1053,Irf1,Foxp1
1054,Irf1,Galnt6
1055,Irf1,Gng2
1056,Irf1,H2-T10
1057,Irf1,Heatr5a
1058,Irf1,Hyou1
1059,Irf1,Igtp
1060,Irf1,Il16
1061,Irf1,Irf2
1062,Irf1,Irf8
1063,Irf1,Jak1
1064,Irf1,L3mbtl3
1065,Irf1,Laptm5
1066,Irf1,Lsp1
1067,Irf1,Mast4
1068,Irf1,Meis1
1069,Irf1,Mgat4a
1070,Irf1,Mpp6
1071,Irf1,Muc13
1072,Irf1,Myo7a
1073,Irf1,Nfkbia
1074,Irf1,Nucb2
1075,Irf1,Panx1
1076,Irf1,Plcb3
1077,Irf1,Plcg1
1078,Irf1,Ppp6r1
1079,Irf1,Samhd1
1080,Irf1,Sh3tc1
1081,Irf1,Slc38a1
1082,Irf1,Spns2
1083,Irf1,Stat1
1084,Irf1,Tiam1
1085,Irf1,Tmem176b
1086,Irf1,Ubqln1
1087,Irf1,Usp6nl
1088,Irf1,Usp9x
1089,Irf1,Vim
1090,Irf1,Wipf1
1091,Irf1,Wsb1
1092,Irf1,Zbtb7a
1093,Irf7,Agfg2
1094,Irf7,Akap13
1095,Irf7,Aplp2
1096,Irf7,Apobec3
1097,Irf7,Aqp11
1098,Irf7,As3mt
1099,Irf7,Atf7ip
1100,Irf7,Atg2b
1101,Irf7,Atp2b4
1102,Irf7,B4galt6
1103,Irf7,Baz2b
1104,Irf7,Bst2
1105,Irf7,Cd82
1106,Irf7,Clic4
1107,Irf7,Creg1
1108,Irf7,Cul9
1109,Irf7,Cxcr4
1110,Irf7,Ddx58
1111,Irf7,Dpp4
1112,Irf7,Dpp9
1113,Irf7,Dynlrb1
1114,Irf7,Endod1
1115,Irf7,Erc1
1116,Irf7,Fbxw10
1117,Irf7,Flt3
1118,Irf7,Fndc3a
1119,Irf7,Gfi1
1120,Irf7,Gfi1b
1121,Irf7,Gtf2i
1122,Irf7,Hif3a
1123,Irf7,Ifih1
1124,Irf7,Ifitm3
1125,Irf7,Ifrd2
1126,Irf7,Ift140
1127,Irf7,Igtp
1128,Irf7,Ikbke
1129,Irf7,Irgm1
1130,Irf7,Isg15
1131,Irf7,Iws1
1132,Irf7,Larp1b
1133,Irf7,Lgals3bp
1134,Irf7,Map3k3
1135,Irf7,Mapkapk2
1136,Irf7,Mipol1
1137,Irf7,Msh6
1138,Irf7,Mycbp2
1139,Irf7,Oasl1
1140,Irf7,Palm
1141,Irf7,Pcm1
1142,Irf7,Pcnx
1143,Irf7,Pfkfb3
1144,Irf7,Phactr2
1145,Irf7,Pkn2
1146,Irf7,Pla2g16
1147,Irf7,Popdc2
1148,Irf7,Prim2
1149,Irf7,Prkar2b
1150,Irf7,Ptpn14
1151,Irf7,Rab11fip1
1152,Irf7,Ralgps2
1153,Irf7,Rftn1
1154,Irf7,Rgl1
1155,Irf7,Rtp4
1156,Irf7,Samhd1
1157,Irf7,Secisbp2
1158,Irf7,Serpine2
1159,Irf7,Slc4a8
1160,Irf7,Slpi
1161,Irf7,Snx30
1162,Irf7,Specc1l
1163,Irf7,St3gal5
1164,Irf7,Stat1
1165,Irf7,Stom
1166,Irf7,Tec
1167,Irf7,Tmbim6
1168,Irf7,Tmem38b
1169,Irf7,Tmem9
1170,Irf7,Tor3a
1171,Irf7,Trim26
1172,Irf7,Uhrf1bp1l
1173,Irf7,Wipf1
1174,Irf7,Ythdc1
1175,Irf7,Zcchc11
1176,Irf7,Zmiz1
1177,Irf8,Adcy6
1178,Irf8,Ahdc1
1179,Irf8,Cux1
1180,Irf8,Dennd4a
1181,Irf8,Egfl7
1182,Irf8,Fli1
1183,Irf8,Gng12
1184,Irf8,Kdm2a
1185,Irf8,Plcg1
1186,Irf8,Sipa1l1
1187,Irf8,Sirpa
1188,Irf8,Spns3
1189,Irf8,Ttc3
1190,Irf8,Usp6nl
1191,Irf8,Vps35
1192,Klf13,Ahctf1
1193,Klf13,Anp32b
1194,Klf13,Ap3s1
1195,Klf13,Aplp2
1196,Klf13,Arl4a
1197,Klf13,Dck
1198,Klf13,Ddx3x
1199,Klf13,Ddx6
1200,Klf13,Dek
1201,Klf13,Dido1
1202,Klf13,Eif3a
1203,Klf13,Ep400
1204,Klf13,Gspt1
1205,Klf13,Hdlbp
1206,Klf13,Herc2
1207,Klf13,Lmnb1
1208,Klf13,Lpin2
1209,Klf13,Mtdh
1210,Klf13,Mtfr1
1211,Klf13,Myh10
1212,Klf13,Nfia
1213,Klf13,Nrip1
1214,Klf13,Ptpn13
1215,Klf13,Rad21
1216,Klf13,Slc16a1
1217,Klf13,Ssb
1218,Klf13,Top2b
1219,Klf13,Ubxn2a
1220,Klf13,Usp10
1221,Klf13,Usp6nl
1222,Klf13,Wdr60
1223,Klf13,Ypel5
1224,Mbd2,1700001L05Rik
1225,Mbd2,2310022B05Rik
1226,Mbd2,Adk
1227,Mbd2,Agpat3
1228,Mbd2,Anapc1
1229,Mbd2,Aplp2
1230,Mbd2,Arhgdia
1231,Mbd2,Asf1b
1232,Mbd2,Atox1
1233,Mbd2,Atp5f1
1234,Mbd2,Aurkb
1235,Mbd2,Bax
1236,Mbd2,Bclaf1
1237,Mbd2,Bms1
1238,Mbd2,Btaf1
1239,Mbd2,C1galt1
1240,Mbd2,Cap1
1241,Mbd2,Cbx5
1242,Mbd2,Ccnf
1243,Mbd2,Cdc42
1244,Mbd2,Cdc6
1245,Mbd2,Cdca7
1246,Mbd2,Cdk1
1247,Mbd2,Cdk13
1248,Mbd2,Cdt1
1249,Mbd2,Cenpl
1250,Mbd2,Cfdp1
1251,Mbd2,Cic
1252,Mbd2,Ckap2l
1253,Mbd2,Cltc
1254,Mbd2,Cnnm2
1255,Mbd2,Cox5b
1256,Mbd2,Cpox
1257,Mbd2,Daam1
1258,Mbd2,Dck
1259,Mbd2,Ddx21
1260,Mbd2,Ddx46
1261,Mbd2,Dhrs11
1262,Mbd2,Dlat
1263,Mbd2,Dnaja4
1264,Mbd2,Dnmt1
1265,Mbd2,Dut
1266,Mbd2,Eif2s2
1267,Mbd2,Eif4enif1
1268,Mbd2,Eif4g1
1269,Mbd2,Erp44
1270,Mbd2,Etfa
1271,Mbd2,Fam53b
1272,Mbd2,Fut8
1273,Mbd2,Fxn
1274,Mbd2,Gabpb2
1275,Mbd2,Gart
1276,Mbd2,Gatm
1277,Mbd2,Hdlbp
1278,Mbd2,Hells
1279,Mbd2,Hnrnpc
1280,Mbd2,Hnrnpk
1281,Mbd2,Hprt
1282,Mbd2,Ifrd2
1283,Mbd2,Igf2r
1284,Mbd2,Ikzf1
1285,Mbd2,Klhdc2
1286,Mbd2,Lman2
1287,Mbd2,Lpin1
1288,Mbd2,Mad2l1
1289,Mbd2,Mcm7
1290,Mbd2,Me2
1291,Mbd2,Mllt3
1292,Mbd2,Mrpl17
1293,Mbd2,Mrpl35
1294,Mbd2,Mrpl45
1295,Mbd2,Myh10
1296,Mbd2,Nat10
1297,Mbd2,Necap2
1298,Mbd2,Nudt9
1299,Mbd2,Nup210
1300,Mbd2,Nup85
1301,Mbd2,Paics
1302,Mbd2,Pak1ip1
1303,Mbd2,Papola
1304,Mbd2,Pip5k1b
1305,Mbd2,Pkn2
1306,Mbd2,Plcl2
1307,Mbd2,Plxnd1
1308,Mbd2,Pnp
1309,Mbd2,Ppm1g
1310,Mbd2,Ppp1r15b
1311,Mbd2,Ppp1r9b
1312,Mbd2,Prdx4
1313,Mbd2,Prpf4b
1314,Mbd2,Psmb2
1315,Mbd2,Psmf1
1316,Mbd2,Psmg2
1317,Mbd2,Rad21
1318,Mbd2,Rnaseh2c
1319,Mbd2,Ruvbl2
1320,Mbd2,Skiv2l2
1321,Mbd2,Slc29a1
1322,Mbd2,Smarca5
1323,Mbd2,Sntb2
1324,Mbd2,Spire1
1325,Mbd2,Sri
1326,Mbd2,Srp19
1327,Mbd2,Ssb
1328,Mbd2,Stt3b
1329,Mbd2,Tal1
1330,Mbd2,Tfam
1331,Mbd2,Tm9sf3
1332,Mbd2,Tmpo
1333,Mbd2,Usp25
1334,Mbd2,Ybx1
1335,Mbd2,Zc3h18
1336,Mbd2,Zeb1
1337,Meis1,Fbxl20
1338,Meis1,Hoxa9
1339,Meis1,Zfhx3
1340,Myb,Ccnd2
1341,Myb,Foxp1
1342,Myb,Gata2
1343,Myb,H2afy
1344,Myb,Kdm3a
1345,Myb,Malat1
1346,Myb,Nr3c1
1347,Myb,Oxr1
1348,Myb,Prkce
1349,Myb,Ptprs
1350,Myb,Ramp1
1351,Myb,Runx1
1352,Myb,Scaf11
1353,Myb,Sipa1l1
1354,Myb,Syk
1355,Myb,Taok3
1356,Myb,Tbc1d5
1357,Myb,Trim8
1358,Myb,Usp9x
1359,Myc,Abr
1360,Myc,Anxa2
1361,Myc,Arpc1b
1362,Myc,Atic
1363,Myc,Atp11a
1364,Myc,Atp2b1
1365,Myc,Bri3bp
1366,Myc,Cables1
1367,Myc,Cbx5
1368,Myc,Ccnd2
1369,Myc,Cep350
1370,Myc,Cltc
1371,Myc,Cytip
1372,Myc,Eif3a
1373,Myc,Eif4g1
1374,Myc,Ermap
1375,Myc,Ezh2
1376,Myc,Fam69b
1377,Myc,G6pc3
1378,Myc,Gng12
1379,Myc,Gnpda2
1380,Myc,H2afy
1381,Myc,Hp1bp3
1382,Myc,Ifitm2
1383,Myc,Impa2
1384,Myc,Khdrbs1
1385,Myc,Ldha
1386,Myc,Lrrc1
1387,Myc,Luc7l3
1388,Myc,Mipol1
1389,Myc,Mrpl17
1390,Myc,Muc13
1391,Myc,Myb
1392,Myc,Ncl
1393,Myc,Nme2
1394,Myc,Pcbp1
1395,Myc,Phf14
1396,Myc,Pprc1
1397,Myc,Prdx6
1398,Myc,Ptpn18
1399,Myc,Ptprs
1400,Myc,Rps19
1401,Myc,Senp6
1402,Myc,Sipa1l1
1403,Myc,Slc19a1
1404,Myc,Srgn
1405,Myc,Srm
1406,Myc,Trappc5
1407,Myc,Tuba1c
1408,Myc,Ubap2
1409,Myc,Uqcrc1
1410,Nfe2,Cbfa2t3
1411,Nfe2,Dnajc6
1412,Nfe2,Gas5
1413,Nfe2,Gata2
1414,Nfe2,Malat1
1415,Nfe2,Nrgn
1416,Nfe2,Spns2
1417,Nfe2l1,Arl4a
1418,Nfe2l1,Atp13a3
1419,Nfe2l1,Bclaf1
1420,Nfe2l1,Canx
1421,Nfe2l1,Elmo1
1422,Nfe2l1,Mtfr1
1423,Nfe2l1,Pkig
1424,Nfe2l1,Sec31a
1425,Nfe2l1,Senp6
1426,Nfe2l1,Tbl1x
1427,Nfe2l1,Thrap3
1428,Nfe2l1,Trip12
1429,Nfe2l1,Zfp217
1430,Nfe2l2,Bcl11a
1431,Nfe2l2,Myh10
1432,Nfia,Aplp2
1433,Nfia,Atp13a3
1434,Nfia,Dennd4a
1435,Nfia,Eif3a
1436,Nfia,Ktn1
1437,Nfia,Larp1b
1438,Nfia,Tfrc
1439,Nfia,Trim24
1440,Nfic,Ass1
1441,Nfic,Dab2ip
1442,Nfic,E130308A19Rik
1443,Nfic,Ptprs
1444,Nfic,Scaf11
1445,Nfic,Sipa1l1
1446,Nfya,Aff3
1447,Nfya,Gata2
1448,Nfya,Irf2bp2
1449,Nfya,Kpnb1
1450,Nr3c1,Adrbk1
1451,Nr3c1,Arhgap21
1452,Nr3c1,Camk1d
1453,Nr3c1,Ccnd2
1454,Nr3c1,Cenpe
1455,Nr3c1,Cenpf
1456,Nr3c1,Dctpp1
1457,Nr3c1,Dnajb9
1458,Nr3c1,Dnajc11
1459,Nr3c1,Eif4b
1460,Nr3c1,Gng12
1461,Nr3c1,Grb10
1462,Nr3c1,Itga6
1463,Nr3c1,Laptm5
1464,Nr3c1,Myb
1465,Nr3c1,Ppfibp2
1466,Nr3c1,Rab4a
1467,Nr3c1,Twf2
1468,Pbx1,Actn1
1469,Pbx1,Aff4
1470,Pbx1,Agap2
1471,Pbx1,Ash1l
1472,Pbx1,Bnip2
1473,Pbx1,Cep55
1474,Pbx1,Cmah
1475,Pbx1,Commd7
1476,Pbx1,Cpsf2
1477,Pbx1,Cttn
1478,Pbx1,Cul7
1479,Pbx1,Cytip
1480,Pbx1,Dapp1
1481,Pbx1,Dnajc6
1482,Pbx1,Egln3
1483,Pbx1,Evi2b
1484,Pbx1,Fam134b
1485,Pbx1,Foxp1
1486,Pbx1,Fut8
1487,Pbx1,Gadd45b
1488,Pbx1,Grb10
1489,Pbx1,Herpud1
1490,Pbx1,Kcnk12
1491,Pbx1,Klf6
1492,Pbx1,Mef2c
1493,Pbx1,Mier1
1494,Pbx1,Mtss1
1495,Pbx1,Myo5b
1496,Pbx1,Nanos3
1497,Pbx1,Ncapd2
1498,Pbx1,Osbpl3
1499,Pbx1,Prc1
1500,Pbx1,Psmb7
1501,Pbx1,Ptpre
1502,Pbx1,Ralgds
1503,Pbx1,Rbm43
1504,Pbx1,Stxbp5
1505,Pbx1,Tirap
1506,Pbx1,Tnfrsf21
1507,Pbx1,Trim8
1508,Pbx1,Ubash3b
1509,Pbx1,Wbp2
1510,Pbx1,Wdfy4
1511,Pbx1,Zbtb20
1512,Pbx1,Zfp507
1513,Pbx1,Zmynd8
1514,Rad21,Adk
1515,Rad21,Aplp2
1516,Rad21,Asxl1
1517,Rad21,Bclaf1
1518,Rad21,Birc6
1519,Rad21,C1galt1
1520,Rad21,Ccdc88a
1521,Rad21,Cdyl
1522,Rad21,Cltc
1523,Rad21,Eif4b
1524,Rad21,Eps15
1525,Rad21,Fmr1
1526,Rad21,Hectd1
1527,Rad21,Herc1
1528,Rad21,Ikzf1
1529,Rad21,Itgb1
1530,Rad21,Mbnl1
1531,Rad21,Prkar2b
1532,Rad21,Scaf11
1533,Rad21,Tbl1x
1534,Rad21,Tlk1
1535,Rad21,Tmpo
1536,Rad21,Wnk1
1537,Rad21,Zmynd11
1538,Rara,Adamts3
1539,Rara,Atp13a3
1540,Rara,Ccdc88a
1541,Rara,Ccnd2
1542,Rara,Cdyl
1543,Rara,Celf2
1544,Rara,Dusp16
1545,Rara,Gab2
1546,Rara,Herc1
1547,Rara,Hprt
1548,Rara,Jmjd1c
1549,Rara,Kctd1
1550,Rara,Kdm3a
1551,Rara,Kif1b
1552,Rara,Kif2a
1553,Rara,Nfia
1554,Rara,Nr3c1
1555,Rara,Oxr1
1556,Rara,Pam
1557,Rara,Pcm1
1558,Rara,Plekha2
1559,Rara,Rbm33
1560,Rara,Slc45a3
1561,Rara,Specc1l
1562,Rara,Stxbp5
1563,Rara,Tcf20
1564,Rara,Tfdp2
1565,Rara,Trim8
1566,Rara,Usp1
1567,Rara,Vprbp
1568,Rara,Ypel5
1569,Rara,Zcchc6
1570,Rara,Zfand3
1571,Rest,Atp13a3
1572,Rest,Cdyl
1573,Rest,Ctnna1
1574,Rest,Hectd1
1575,Rest,Herc1
1576,Rest,Kdm3a
1577,Rest,Nfkb1
1578,Rest,Oxr1
1579,Rest,Pcm1
1580,Rest,Rdx
1581,Rest,Tfdp2
1582,Rest,Tmpo
1583,Rfx2,Bcl11a
1584,Rfx2,Dnmt1
1585,Rfx2,Elovl5
1586,Rfx2,Gnas
1587,Rfx2,Lap3
1588,Rfx2,Nefh
1589,Rfx2,Parvb
1590,Rfx2,Rassf4
1591,Rfx2,Shmt1
1592,Rfx2,Ttll12
1593,Runx1,Aff4
1594,Runx1,Mbnl1
1595,Runx1,Ttc3
1596,Runx1,Zmynd11
1597,Smad1,B4galt6
1598,Smad1,Phf21a
1599,Smad1,Tcf12
1600,Sox12,Camk1d
1601,Sox12,Il17ra
1602,Sox12,Prkce
1603,Sox4,Akap13
1604,Sox4,Ankrd13a
1605,Sox4,Arhgef3
1606,Sox4,Baz2b
1607,Sox4,Btg2
1608,Sox4,Cbfa2t3
1609,Sox4,Cd9
1610,Sox4,Cdc14a
1611,Sox4,Cdc42se1
1612,Sox4,Chd3
1613,Sox4,Chd4
1614,Sox4,Cited2
1615,Sox4,Clic1
1616,Sox4,Dach1
1617,Sox4,Dst
1618,Sox4,Eif4e3
1619,Sox4,Elovl5
1620,Sox4,Fchsd2
1621,Sox4,Fli1
1622,Sox4,Foxp1
1623,Sox4,Gata2
1624,Sox4,Gimap1
1625,Sox4,Il17ra
1626,Sox4,Irf2bp2
1627,Sox4,Laptm5
1628,Sox4,Lck
1629,Sox4,Malat1
1630,Sox4,Med13l
1631,Sox4,Mef2c
1632,Sox4,Mfsd6
1633,Sox4,Mkl1
1634,Sox4,Myb
1635,Sox4,Mycn
1636,Sox4,Nfat5
1637,Sox4,Nfix
1638,Sox4,Nr3c1
1639,Sox4,Nrip1
1640,Sox4,Pnrc1
1641,Sox4,Ppp6r1
1642,Sox4,Pstpip1
1643,Sox4,Ptpre
1644,Sox4,Ptprs
1645,Sox4,Rps6ka1
1646,Sox4,Rreb1
1647,Sox4,Satb1
1648,Sox4,Scd2
1649,Sox4,Sipa1l1
1650,Sox4,Skil
1651,Sox4,Slc25a23
1652,Sox4,Sorbs1
1653,Sox4,Tmem176b
1654,Sox4,Tnrc18
1655,Sox4,Vim
1656,Sox4,Zbtb16
1657,Sox4,Zc3h6
1658,Sox4,Zfp217
1659,Stat1,Ap1s3
1660,Stat1,Ass1
1661,Stat1,Baz1a
1662,Stat1,Bcl2l11
1663,Stat1,Bst2
1664,Stat1,Cbx5
1665,Stat1,Ccnd2
1666,Stat1,Ccng2
1667,Stat1,Cul9
1668,Stat1,Dpp4
1669,Stat1,Erp44
1670,Stat1,Ezr
1671,Stat1,Fam46a
1672,Stat1,Foxp1
1673,Stat1,Frmd4a
1674,Stat1,Gbp10
1675,Stat1,H2-K1
1676,Stat1,H2-T10
1677,Stat1,Hagh
1678,Stat1,Igfbp4
1679,Stat1,Irf1
1680,Stat1,Irf7
1681,Stat1,Irgm1
1682,Stat1,Isg15
1683,Stat1,Larp1b
1684,Stat1,Marcksl1
1685,Stat1,Mpp6
1686,Stat1,Mtmr14
1687,Stat1,Napsa
1688,Stat1,Nfatc3
1689,Stat1,Olfr56
1690,Stat1,Panx1
1691,Stat1,Pla2g16
1692,Stat1,Plekhg5
1693,Stat1,Pnpla2
1694,Stat1,Ppic
1695,Stat1,Prkcq
1696,Stat1,Prkd2
1697,Stat1,Prr5
1698,Stat1,Ptprs
1699,Stat1,Rtp4
1700,Stat1,Samhd1
1701,Stat1,Shisa5
1702,Stat1,Slc4a8
1703,Stat1,Slfn8
1704,Stat1,Slpi
1705,Stat1,Sp110
1706,Stat1,Tmem38b
1707,Stat1,Tor3a
1708,Stat1,Trim8
1709,Stat1,Tuba8
1710,Stat1,Usp1
1711,Stat1,Usp25
1712,Stat1,Vps35
1713,Stat1,Wnk1
1714,Stat1,Xpc
1715,Stat1,Zcchc11
1716,Stat1,Zfand2b
1717,Stat1,Zfp608
1718,Stat3,Coro2a
1719,Stat3,Ctdspl
1720,Stat3,Pik3cg
1721,Stat3,Runx1
1722,Stat3,Zcchc11
1723,Taf1,Add3
1724,Taf1,Ankrd11
1725,Taf1,Baz1b
1726,Taf1,Bclaf1
1727,Taf1,C1galt1
1728,Taf1,Cdk1
1729,Taf1,Cdyl
1730,Taf1,Clcn3
1731,Taf1,Cltc
1732,Taf1,Csgalnact2
1733,Taf1,Cux1
1734,Taf1,Dab2ip
1735,Taf1,Dck
1736,Taf1,Ddx23
1737,Taf1,Dido1
1738,Taf1,Dmxl1
1739,Taf1,Dock8
1740,Taf1,Eif3a
1741,Taf1,Eif4g2
1742,Taf1,Erc1
1743,Taf1,Etf1
1744,Taf1,Fndc3a
1745,Taf1,Gnptab
1746,Taf1,Gspt1
1747,Taf1,Hectd1
1748,Taf1,Hspa4l
1749,Taf1,Hspa5
1750,Taf1,Jak1
1751,Taf1,Kif1b
1752,Taf1,Klf3
1753,Taf1,Lims1
1754,Taf1,Lsm14a
1755,Taf1,Map3k5
1756,Taf1,Naa50
1757,Taf1,Nckap1
1758,Taf1,Nr3c1
1759,Taf1,Nucks1
1760,Taf1,Orc2
1761,Taf1,Osbpl1a
1762,Taf1,Oxr1
1763,Taf1,Pard3b
1764,Taf1,Pcbp2
1765,Taf1,Picalm
1766,Taf1,Psip1
1767,Taf1,Ranbp2
1768,Taf1,Rdx
1769,Taf1,Sf3b1
1770,Taf1,Smarca5
1771,Taf1,Smchd1
1772,Taf1,Ssx2ip
1773,Taf1,Tax1bp1
1774,Taf1,Tet2
1775,Taf1,Tlk1
1776,Taf1,Tmpo
1777,Taf1,Top2b
1778,Taf1,Topbp1
1779,Taf1,Trim26
1780,Taf1,Trip12
1781,Taf1,Uap1
1782,Taf1,Usp1
1783,Taf1,Usp6nl
1784,Taf1,Usp9x
1785,Taf1,Vps35
1786,Taf1,Wrn
1787,Taf1,Ythdc1
1788,Taf1,Zfp783
1789,Tal1,1300017J02Rik
1790,Tal1,Fut8
1791,Tal1,Trim2
1792,Tcf3,Ccnf
1793,Tcf3,Necap2
1794,Tcf3,Nup160
1795,Tcf3,Rgs12
1796,Tcf3,Ruvbl2
1797,Tcf3,Snrpb
1798,Tcf3,Tk1
1799,Tcf3,Zeb1
1800,Tfdp2,Abcg4
1801,Tfdp2,Adamts3
1802,Tfdp2,Atp2b1
1803,Tfdp2,Bmp2k
1804,Tfdp2,Bnip2
1805,Tfdp2,Caprin1
1806,Tfdp2,Ccdc88a
1807,Tfdp2,Cd24a
1808,Tfdp2,Cdyl
1809,Tfdp2,Chd7
1810,Tfdp2,Cited2
1811,Tfdp2,Cltc
1812,Tfdp2,Cpne3
1813,Tfdp2,Cpsf2
1814,Tfdp2,Csgalnact2
1815,Tfdp2,Ctnna1
1816,Tfdp2,Egln3
1817,Tfdp2,Elmo1
1818,Tfdp2,Ern1
1819,Tfdp2,Ero1l
1820,Tfdp2,Ext1
1821,Tfdp2,Gigyf2
1822,Tfdp2,Herc1
1823,Tfdp2,Hnrnpc
1824,Tfdp2,Hp1bp3
1825,Tfdp2,Hprt
1826,Tfdp2,Kdm3a
1827,Tfdp2,L3mbtl3
1828,Tfdp2,Mbnl1
1829,Tfdp2,Med7
1830,Tfdp2,N4bp2
1831,Tfdp2,Ncoa2
1832,Tfdp2,Nfia
1833,Tfdp2,Nfkb1
1834,Tfdp2,Nr3c1
1835,Tfdp2,Oxr1
1836,Tfdp2,Pam
1837,Tfdp2,Pcbp2
1838,Tfdp2,Pcm1
1839,Tfdp2,Phf14
1840,Tfdp2,Pkn2
1841,Tfdp2,Pnrc1
1842,Tfdp2,Ppm1l
1843,Tfdp2,Ralgps2
1844,Tfdp2,Rbm27
1845,Tfdp2,Rgl1
1846,Tfdp2,Satb1
1847,Tfdp2,Specc1l
1848,Tfdp2,Stat3
1849,Tfdp2,Stxbp5
1850,Tfdp2,Ubtf
1851,Tfdp2,Usp25
1852,Tfdp2,Usp9x
1853,Tfdp2,Vprbp
1854,Tfdp2,Xk
1855,Tfdp2,Ypel5
1856,Tfdp2,Zfp217
1857,Tfdp2,Zfp644
1858,Thra,Abce1
1859,Thra,Akap13
1860,Thra,Dpy19l1
1861,Thra,Galnt11
1862,Thra,Gpatch8
1863,Thra,Map4
1864,Thra,Mdn1
1865,Thra,Por
1866,Thra,Rbbp6
1867,Thra,Rest
1868,Thra,Rgs2
1869,Thra,Sfmbt1
1870,Thra,Spcs3
1871,Thra,Zfp644
1872,Ybx1,Adh5
1873,Ybx1,Agpat5
1874,Ybx1,Anp32a
1875,Ybx1,Anp32b
1876,Ybx1,Asns
1877,Ybx1,Atg4b
1878,Ybx1,Atic
1879,Ybx1,Bax
1880,Ybx1,Baz1b
1881,Ybx1,C1galt1
1882,Ybx1,Cct8
1883,Ybx1,Cdca7
1884,Ybx1,Cdk1
1885,Ybx1,Cdk13
1886,Ybx1,Cdk4
1887,Ybx1,Cdyl
1888,Ybx1,Cox17
1889,Ybx1,Cox5b
1890,Ybx1,Dap3
1891,Ybx1,Ddx21
1892,Ybx1,Ddx46
1893,Ybx1,Dhrs11
1894,Ybx1,Eif2s2
1895,Ybx1,Eif3a
1896,Ybx1,Eif4g2
1897,Ybx1,Ezh2
1898,Ybx1,Glrx5
1899,Ybx1,H2afv
1900,Ybx1,Hdgf
1901,Ybx1,Hint1
1902,Ybx1,Hnrnpc
1903,Ybx1,Ifrd2
1904,Ybx1,Isoc1
1905,Ybx1,Lamp1
1906,Ybx1,Larp1
1907,Ybx1,Mcm7
1908,Ybx1,Me2
1909,Ybx1,Med7
1910,Ybx1,Morf4l2
1911,Ybx1,N4bp2
1912,Ybx1,Naa50
1913,Ybx1,Nat10
1914,Ybx1,Ncl
1915,Ybx1,Ncoa2
1916,Ybx1,Nfia
1917,Ybx1,Nudt9
1918,Ybx1,Pard3b
1919,Ybx1,Picalm
1920,Ybx1,Ppid
1921,Ybx1,Prdx6
1922,Ybx1,Psmb2
1923,Ybx1,Rad21
1924,Ybx1,Rad23b
1925,Ybx1,Ran
1926,Ybx1,Rdx
1927,Ybx1,Rnaseh2c
1928,Ybx1,Scaf11
1929,Ybx1,Sec24d
1930,Ybx1,Sec61a1
1931,Ybx1,Smarca5
1932,Ybx1,Srm
1933,Ybx1,Srrm1
1934,Ybx1,Tlk1
1935,Ybx1,Tmem56
1936,Ybx1,Topbp1
1937,Ybx1,Usp1
1938,Ybx1,Usp6nl
1939,Ybx1,Xpnpep1
1940,Ybx1,Zeb1
1941,Zbtb1,Akap13
1942,Zbtb1,Arhgap21
1943,Zbtb1,Atp13a3
1944,Zbtb1,Atp2b1
1945,Zbtb1,Cdc42
1946,Zbtb1,Chd7
1947,Zbtb1,Cltc
1948,Zbtb1,Cpsf2
1949,Zbtb1,Dennd4a
1950,Zbtb1,E130308A19Rik
1951,Zbtb1,Fli1
1952,Zbtb1,Ino80d
1953,Zbtb1,Kdm3a
1954,Zbtb1,Kif1b
1955,Zbtb1,Luzp1
1956,Zbtb1,Lyst
1957,Zbtb1,Ncoa2
1958,Zbtb1,Nrip1
1959,Zbtb1,Pde5a
1960,Zbtb1,Picalm
1961,Zbtb1,Ppp1r12a
1962,Zbtb1,Rad21
1963,Zbtb1,Slc16a1
1964,Zbtb1,Smad1
1965,Zbtb1,Zeb1
1966,Zeb1,C1galt1
1967,Zeb1,Clint1
1968,Zeb1,Kif1b
1969,Zeb1,Mllt3
1970,Zeb1,Ppp3cc
1971,Zeb1,Slmap
1972,Zeb1,Zfp800
1973,Zfhx2,Arhgap21
1974,Zfhx2,Bcl11a
1975,Zfhx2,Brpf3
1976,Zfhx2,Cand1
1977,Zfhx2,Ccdc88a
1978,Zfhx2,Cdk13
1979,Zfhx2,Cdk6
1980,Zfhx2,Gigyf2
1981,Zfhx2,Kctd1
1982,Zfhx2,Krt18
1983,Zfhx2,Lmo4
1984,Zfhx2,Msi2
1985,Zfhx2,N4bp2
1986,Zfhx2,Naa50
1987,Zfhx2,Pcf11
1988,Zfhx2,Pip4k2a
1989,Zfhx2,Usp9x
